order_id,quantity,item_name,choice_description,price_numeric,price_per_item,Coke,date
479,1,Chicken Burrito,"[Fresh Tomato (Mild), [Guacamole, Rice, Fajita Veggies, Sour Cream, Cheese]]",10.58,10.58,False,2018-01-30
479,1,Chicken Burrito,"[Fresh Tomato (Mild), [Lettuce, Rice, Fajita Veggies, Sour Cream, Cheese]]",8.19,8.19,False,2018-01-30
479,1,Side of Chips,,1.69,1.69,False,2018-01-30
480,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",8.75,8.75,False,2018-01-20
480,1,Chips,,2.15,2.15,False,2018-01-20
480,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-20
481,2,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",17.5,8.75,False,2018-01-18
481,1,6 Pack Soft Drink,[Coke],6.49,6.49,False,2018-01-18
481,1,Steak Crispy Tacos,"[Tomatillo Red Chili Salsa, Rice]",9.25,9.25,False,2018-01-18
481,1,Chips,,2.15,2.15,False,2018-01-18
482,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]",8.75,8.75,False,2018-01-18
482,1,Chips and Guacamole,,4.45,4.45,False,2018-01-18
482,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-18
482,1,Canned Soft Drink,[Coke],1.25,1.25,False,2018-01-18
483,1,Barbacoa Bowl,"[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Guacamole]]",11.48,11.48,False,2018-01-13
483,1,Barbacoa Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.48,11.48,False,2018-01-13
484,1,Steak Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream]]",8.99,8.99,False,2018-01-06
484,2,Bottled Water,,2.18,1.09,False,2018-01-06
485,1,Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Fajita Veggies]]",8.49,8.49,False,2018-01-26
485,1,Barbacoa Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Fajita Veggies]]",8.99,8.99,False,2018-01-26
485,1,Chips and Roasted Chili-Corn Salsa,,2.39,2.39,False,2018-01-26
485,1,Chips and Tomatillo-Red Chili Salsa,,2.39,2.39,False,2018-01-26
485,2,Bottled Water,,2.18,1.09,False,2018-01-26
486,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",8.75,8.75,False,2018-01-11
486,1,Chips and Guacamole,,4.45,4.45,False,2018-01-11
487,1,Chicken Burrito,"[Fresh Tomato Salsa, [Lettuce, Guacamole, Rice, Cheese, Fajita Vegetables, Sour Cream]]",11.25,11.25,False,2018-01-14
487,1,Carnitas Soft Tacos,[Roasted Chili Corn Salsa],9.25,9.25,False,2018-01-14
488,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Cheese]]",9.25,9.25,False,2018-01-07
488,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-07
488,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-07
488,1,Chips and Guacamole,,4.45,4.45,False,2018-01-07
488,1,Chips and Tomatillo Red Chili Salsa,,2.95,2.95,False,2018-01-07
488,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,False,2018-01-07
489,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49,8.49,False,2018-01-01
489,1,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese, Sour Cream]]",8.49,8.49,False,2018-01-01
490,1,Carnitas Crispy Tacos,"[Tomatillo-Green Chili Salsa (Medium), [Fajita Veggies, Cheese, Lettuce]]",8.99,8.99,False,2018-01-05
490,1,Side of Chips,,1.69,1.69,False,2018-01-05
491,1,Carnitas Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]",9.25,9.25,False,2018-01-30
491,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole]]",11.25,11.25,False,2018-01-30
491,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,False,2018-01-30
491,1,Carnitas Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream]]",9.25,9.25,False,2018-01-30
491,1,Chicken Burrito,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-30
491,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Guacamole, Lettuce]]",11.75,11.75,False,2018-01-30
491,1,Chicken Burrito,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-30
491,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-30
491,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.25,11.25,False,2018-01-30
491,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]]",11.25,11.25,False,2018-01-30
492,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98,10.98,False,2018-01-18
493,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-17
493,1,Chips and Guacamole,,4.45,4.45,False,2018-01-17
494,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98,10.98,False,2018-01-16
494,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Cheese, Sour Cream]]",8.49,8.49,False,2018-01-16
495,1,Carnitas Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99,8.99,False,2018-01-06
495,1,Izze,[Clementine],3.39,3.39,False,2018-01-06
496,1,Chips and Guacamole,,3.99,3.99,False,2018-01-10
496,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Lettuce]]",8.99,8.99,False,2018-01-10
496,1,Canned Soda,[Diet Coke],1.09,1.09,True,2018-01-10
496,1,Canned Soda,[Diet Dr. Pepper],1.09,1.09,False,2018-01-10
496,1,Chips and Tomatillo-Green Chili Salsa,,2.39,2.39,False,2018-01-10
497,2,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Cheese, Rice, Black Beans]]",17.5,8.75,False,2018-01-15
497,1,Chips and Guacamole,,4.45,4.45,False,2018-01-15
498,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Guacamole]]",11.25,11.25,False,2018-01-08
498,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-08
498,1,Chips and Guacamole,,4.45,4.45,False,2018-01-08
499,1,Steak Bowl,"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream]]",9.25,9.25,False,2018-01-27
499,1,Chips and Guacamole,,4.45,4.45,False,2018-01-27
500,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",8.75,8.75,False,2018-01-02
500,1,Chips,,2.15,2.15,False,2018-01-02
500,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-02
501,1,Barbacoa Salad Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",11.89,11.89,False,2018-01-26
501,1,Chips and Fresh Tomato Salsa,,2.95,2.95,False,2018-01-26
502,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,False,2018-01-09
502,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-09
503,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-01
503,1,Chips and Guacamole,,4.45,4.45,False,2018-01-01
504,1,Barbacoa Bowl,"[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Guacamole]]",11.48,11.48,False,2018-01-30
504,1,Barbacoa Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.48,11.48,False,2018-01-30
505,1,Chips and Fresh Tomato Salsa,,2.95,2.95,False,2018-01-28
505,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25,9.25,False,2018-01-28
506,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-01
506,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",9.25,9.25,False,2018-01-01
506,1,Chips and Fresh Tomato Salsa,,2.95,2.95,False,2018-01-01
507,1,Veggie Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-21
507,1,Canned Soft Drink,[Lemonade],1.25,1.25,False,2018-01-21
507,1,Carnitas Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",11.75,11.75,False,2018-01-21
507,1,Canned Soft Drink,[Lemonade],1.25,1.25,False,2018-01-21
508,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Cheese]]",8.99,8.99,False,2018-01-16
508,1,Chips and Fresh Tomato Salsa,,2.39,2.39,False,2018-01-16
509,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-13
509,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]",11.25,11.25,False,2018-01-13
509,1,Canned Soft Drink,[Coke],1.25,1.25,False,2018-01-13
509,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",11.25,11.25,False,2018-01-13
510,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49,8.49,False,2018-01-26
510,1,Chips and Guacamole,,3.99,3.99,False,2018-01-26
511,4,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",35.0,8.75,False,2018-01-21
511,3,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",27.75,9.25,False,2018-01-21
511,1,Veggie Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",8.75,8.75,False,2018-01-21
511,4,Chips and Fresh Tomato Salsa,,11.8,2.95,False,2018-01-21
511,2,Chips and Guacamole,,8.9,4.45,False,2018-01-21
511,2,Chips and Tomatillo Green Chili Salsa,,5.9,2.95,False,2018-01-21
511,1,6 Pack Soft Drink,[Coke],6.49,6.49,False,2018-01-21
512,1,Veggie Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,10.98,False,2018-01-14
513,2,Steak Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Sour Cream]]",17.98,8.99,False,2018-01-05
513,1,Chips and Tomatillo-Green Chili Salsa,,2.39,2.39,False,2018-01-05
514,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]]",9.25,9.25,False,2018-01-19
514,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans]]",8.75,8.75,False,2018-01-19
514,1,Chips,,2.15,2.15,False,2018-01-19
515,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese]]",8.75,8.75,False,2018-01-06
515,1,Chips and Guacamole,,4.45,4.45,False,2018-01-06
516,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Lettuce]]",8.49,8.49,False,2018-01-24
516,1,Side of Chips,,1.69,1.69,False,2018-01-24
517,1,Chicken Burrito,"[Tomatillo Red Chili (Hot), [Lettuce, Rice, Cheese]]",8.19,8.19,False,2018-01-24
517,1,Steak Burrito,"[Tomatillo Red Chili (Hot), [Lettuce, Rice, Sour Cream, Cheese]]",8.69,8.69,False,2018-01-24
518,1,Chicken Burrito,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,10.98,False,2018-01-20
519,1,Chips and Guacamole,,3.99,3.99,False,2018-01-17
519,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.48,11.48,False,2018-01-17
519,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.48,11.48,False,2018-01-17
520,1,Chips and Guacamole,,4.45,4.45,False,2018-01-26
520,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce]]",8.75,8.75,False,2018-01-26
520,1,6 Pack Soft Drink,[Sprite],6.49,6.49,False,2018-01-26
521,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",8.75,8.75,False,2018-01-07
521,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",8.75,8.75,False,2018-01-07
522,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese]]",9.25,9.25,False,2018-01-04
522,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-04
522,1,Chips and Guacamole,,4.45,4.45,False,2018-01-04
523,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]]",8.49,8.49,False,2018-01-08
523,1,Side of Chips,,1.69,1.69,False,2018-01-08
524,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",9.25,9.25,False,2018-01-04
524,1,Chips and Guacamole,,4.45,4.45,False,2018-01-04
525,1,Steak Burrito,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Lettuce, Black Beans, Sour Cream, Cheese, Rice, Fajita Veggies, Pinto Beans]]",8.99,8.99,False,2018-01-22
525,1,Canned Soda,[Sprite],1.09,1.09,False,2018-01-22
526,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-20
526,1,Chips and Roasted Chili Corn Salsa,,2.95,2.95,False,2018-01-20
527,1,Steak Bowl,"[Fresh Tomato (Mild), [Guacamole, Lettuce, Pinto Beans, Rice, Sour Cream, Cheese]]",11.08,11.08,False,2018-01-11
527,1,Carnitas Bowl,"[Fresh Tomato (Mild), [Guacamole, Lettuce, Rice, Sour Cream, Cheese]]",11.08,11.08,False,2018-01-11
527,1,Chips and Guacamole,,3.89,3.89,False,2018-01-11
528,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce]]",10.98,10.98,False,2018-01-01
529,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]",11.25,11.25,False,2018-01-17
529,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-17
529,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Black Beans, Guacamole]]",11.25,11.25,False,2018-01-17
530,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",9.25,9.25,False,2018-01-24
530,2,Chips,,4.3,2.15,False,2018-01-24
530,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-24
531,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]",8.49,8.49,False,2018-01-21
531,1,Chips and Guacamole,,3.99,3.99,False,2018-01-21
532,1,Side of Chips,,1.69,1.69,False,2018-01-19
532,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Lettuce, Cheese, Sour Cream]]",8.99,8.99,False,2018-01-19
533,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese]]",8.49,8.49,False,2018-01-25
533,1,Side of Chips,,1.69,1.69,False,2018-01-25
534,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole]]",11.75,11.75,False,2018-01-05
534,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.25,11.25,False,2018-01-05
534,1,Steak Salad Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.89,11.89,False,2018-01-05
535,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]",9.25,9.25,False,2018-01-21
535,1,Chips and Tomatillo Red Chili Salsa,,2.95,2.95,False,2018-01-21
535,1,Steak Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25,9.25,False,2018-01-21
535,1,Chips and Fresh Tomato Salsa,,2.95,2.95,False,2018-01-21
536,1,Veggie Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",8.75,8.75,False,2018-01-17
536,1,Chips and Guacamole,,4.45,4.45,False,2018-01-17
537,1,Chips and Guacamole,,4.45,4.45,False,2018-01-30
537,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-30
538,1,Chicken Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,10.98,False,2018-01-20
539,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Sour Cream, Guacamole]]",11.48,11.48,False,2018-01-22
539,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]]",8.49,8.49,False,2018-01-22
540,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",9.25,9.25,False,2018-01-24
540,1,Chips and Guacamole,,4.45,4.45,False,2018-01-24
541,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.75,11.75,False,2018-01-18
541,1,Barbacoa Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.89,11.89,False,2018-01-18
542,1,Steak Crispy Tacos,"[Roasted Chili Corn Salsa (Medium), [Rice, Cheese, Lettuce]]",8.99,8.99,False,2018-01-13
542,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Cheese, Lettuce]]",8.49,8.49,False,2018-01-13
543,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream]]",8.75,8.75,False,2018-01-06
543,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream]]",9.25,9.25,False,2018-01-06
544,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-30
544,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-30
545,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",11.75,11.75,False,2018-01-10
545,1,Barbacoa Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Guacamole]]",11.75,11.75,False,2018-01-10
545,1,Chips and Guacamole,,4.45,4.45,False,2018-01-10
546,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]",11.25,11.25,False,2018-01-26
546,1,Carnitas Burrito,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",11.75,11.75,False,2018-01-26
546,2,Canned Soft Drink,[Coke],2.5,1.25,False,2018-01-26
547,1,Steak Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]",8.99,8.99,False,2018-01-29
547,1,Side of Chips,,1.69,1.69,False,2018-01-29
548,1,Carnitas Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Guacamole]]",11.75,11.75,False,2018-01-02
548,1,Chips,,2.15,2.15,False,2018-01-02
549,1,Canned Soft Drink,[Coke],1.25,1.25,False,2018-01-24
549,1,Carnitas Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",9.25,9.25,False,2018-01-24
549,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-24
549,2,Chips and Guacamole,,8.9,4.45,False,2018-01-24
550,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",9.25,9.25,False,2018-01-23
550,1,Chips and Tomatillo Red Chili Salsa,,2.95,2.95,False,2018-01-23
551,1,Veggie Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-19
551,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, Guacamole]",11.25,11.25,False,2018-01-19
552,2,Chips and Guacamole,,8.9,4.45,False,2018-01-28
552,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]",11.25,11.25,False,2018-01-28
552,1,Steak Soft Tacos,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]",11.75,11.75,False,2018-01-28
553,1,Steak Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.48,11.48,False,2018-01-21
553,1,Side of Chips,,1.69,1.69,False,2018-01-21
553,1,Nantucket Nectar,[Pomegranate Cherry],3.39,3.39,False,2018-01-21
554,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]",9.25,9.25,False,2018-01-03
554,1,Chips and Roasted Chili Corn Salsa,,2.95,2.95,False,2018-01-03
555,1,Carnitas Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99,8.99,False,2018-01-25
555,1,Side of Chips,,1.69,1.69,False,2018-01-25
555,1,Chicken Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Cheese, Sour Cream, Lettuce]]",8.49,8.49,False,2018-01-25
556,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98,10.98,False,2018-01-09
557,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-12
557,1,Chips and Fresh Tomato Salsa,,2.95,2.95,False,2018-01-12
558,1,Steak Soft Tacos,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99,8.99,False,2018-01-28
558,1,Side of Chips,,1.69,1.69,False,2018-01-28
559,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",8.75,8.75,False,2018-01-23
559,1,Chips,,2.15,2.15,False,2018-01-23
559,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-23
560,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",8.75,8.75,False,2018-01-13
560,1,Chips and Roasted Chili Corn Salsa,,2.95,2.95,False,2018-01-13
560,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",9.25,9.25,False,2018-01-13
560,2,Canned Soft Drink,[Coke],2.5,1.25,False,2018-01-13
561,1,Veggie Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-03
561,1,Canned Soft Drink,[Coke],1.25,1.25,False,2018-01-03
561,1,Carnitas Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",11.75,11.75,False,2018-01-03
561,2,Canned Soft Drink,[Lemonade],2.5,1.25,False,2018-01-03
561,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Pinto Beans, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-03
561,1,Bottled Water,,1.5,1.5,False,2018-01-03
561,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]",8.75,8.75,False,2018-01-03
561,1,Canned Soft Drink,[Coke],1.25,1.25,False,2018-01-03
561,1,Chips and Tomatillo Red Chili Salsa,,2.95,2.95,False,2018-01-03
562,1,Barbacoa Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies, Guacamole, Lettuce]]",11.48,11.48,False,2018-01-11
562,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Cheese, Sour Cream, Guacamole, Lettuce]]",11.48,11.48,False,2018-01-11
